Id,Workstation,Stream,Job,Server run,Schedule,Script,User id run,Dependency,Stream related
593,B03ACIAPP019,EIW_CUBEOPP_30W,EIW_CUBEOPPTY_30,B03ACIAPP019.ahe.boulder.ibm.com,,,,,
592,B03ACIAPP019,EIW_P2C_EXT_D,EIW_P2C_EXT_AM_D,B03ACIAPP019.ahe.boulder.ibm.com,,,,,
591,B03ACIAPP019,EIW_P2C_EXT_D,EIW_P2C_EXT_30_D,B03ACIAPP019.ahe.boulder.ibm.com,,,,,
590,B03ACIAPP019,EIW_P2P_CAP_W,EIW_P2P_CAP,B03ACIAPP019.ahe.boulder.ibm.com,,,,,
552,B03ACIAPP017,EIW_ORG_EXPLOAD,EIW_ORG_MVS_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,,,,,
589,B03ACIAPP019,EIW_P2C_EXT_D,EIW_P2C_EXT_AP_D,B03ACIAPP019.ahe.boulder.ibm.com,,,,,
588,B03ACIAPP019,EIW_NRT_MON,EIW_XML_ROADMAP_FACT_LOOP,B03ACIAPP019.ahe.boulder.ibm.com,,,,,
564,B03ACIAPP017,EIW_DPROPLOAD1,EIW_EXPORT_CVI,B03ACIAPP017.ahe.boulder.ibm.com,,,,,
399,B03ACIAPP019,EIW_IISUDD_D,EIW_IISUDD_VALIDATION_DAILY,B03ACIAPP019.ahe.boulder.ibm.com,"Wed','Thu",/storage/arde/bin/udd_cust_validation_process,ardeload,-,EIW_IISUDDD
241,B03ACIAPP018,EIW_WESA_HIST_EM,EIW_PM_HIST_ADD_P_EM,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/TWS/trim/histpartition_EM.sh,omatic,B03ACIAPP017#EIW_PM_HIST_EM.EIW_PM_HISTHANDOFF,EIW_WESA_HISTEM
259,B03ACIAPP018,EIW_WESA_HIST_AP,EIW_PM_HIST_ADD_P_AP,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/TWS/trim/histpartition_AP.sh,omatic,B03ACIAPP017#EIW_PM_HIST_AP.EIW_PM_HISTHANDOFF,EIW_WESA_HISTAP
336,B03ACIAPP018,EIW_WESA_HIST_AM,EIW_PM_HIST_ADD_P_AM,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/TWS/trim/histpartition_AM.sh,omatic,"B03ACIAPP017#EIW_PM_HIST_AM.EIW_PM_HISTHANDOFF,B03ACIAPP019#EIW_ASISCUST_AM.EIW_AS_IS_CUST_AM,B03ACIAPP019#EIW_OPPFD_QTR_AM.EIW_OPP_FCST_DEC_QTR_AM",EIW_WESA_HISTAM
304,B03ACIAPP018,EIW_HIS_FACT_EM,EIW_HIS_FVLK_P_EM,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/TWS/trim/HistPart_FV_LOOKAHEAD_EM.sh,omatic,B03ACIAPP019#EIW_DSPM_WKLY_EM.EIW_DS_PM_W_EM,EIW_HIS_FACTEM
238,B03ACIAPP018,EIW_HIS_FACT_AP,EIW_HIS_FVLK_P_AP,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/TWS/trim/HistPart_FV_LOOKAHEAD_AP.sh,omatic,B03ACIAPP019#EIW_DSPM_WKLY_AP.EIW_DS_PM_W_AP,EIW_HIS_FACTAP
307,B03ACIAPP018,EIW_HIS_FACT_AM,EIW_HIS_FVLK_P_AM,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/TWS/trim/HistPart_FV_LOOKAHEAD_AM.sh,omatic,B03ACIAPP019#EIW_DSPM_WKLY_AM.EIW_DS_PM_W_AM,EIW_HIS_FACTAM
322,B03ACIAPP018,EIW_HISTDLY_WKLY,EIW_WKLY_PERIOD_LOAD_HIST,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/VWDEP_TAB/load.EDGEDM.RDHCOVC.VWDEP_TAB.sh loadv_wky,omatic,"B03ACIAPP018#EIW_AP_DLY_LOAD.EIW_DLY_OPP_STAR_LOAD_AP,B03ACIAPP018#EIW_AP_WKLY_LOAD.EIW_COB_LOAD_AP",EIW_HISTDLYWKLY
290,B03ACIAPP018,EIW_REF_LOAD,EIW_REF_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,"Wed','Thu",/home/omatic/cdw/submit_PM.sh REFDAILY,omatic,B03ACIAPP018#EIW_AP_DLY_LOAD.EIW_EODAP_DOWN,EIW_REFLOAD
78,B03ACIAPP017,EIW_REF_LOAD,EIW_REF_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,"Wed','Thu",/home/omatic/cdw/submit_PM.sh REFDAILY,omatic,"/db2/db2load1/data/Ascential/VITALITY/FLAG/OPPSTAR_CONFORM_AP_DONE,B03ACIAPP017#EIW_AP_DLY_LOAD.EIW_EODAP_DOWN",EIW_REFLOAD
269,B03ACIAPP018,EIW_PWP_EM_LOAD,EIW_PWP_EM_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh PWP_EM,omatic,B03ACIAPP019#EIW_P2C_W_30.EIW_PWP_30,EIW_PWP_EMLOAD
88,B03ACIAPP017,EIW_PWP_EM_LOAD,EIW_PWP_EM_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh PWP_EM,omatic,B03ACIAPP019#EIW_P2C_W_30.EIW_PWP_30,EIW_PWP_EMLOAD
184,B03ACIAPP017,EIW_PWP_AP_LOAD,EIW_PWP_AP_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh PWP_AP,omatic,B03ACIAPP019#EIW_P2C_W_AP.EIW_PWP_AP,EIW_PWP_APLOAD
317,B03ACIAPP018,EIW_PWP_AP_LOAD,EIW_PWP_AP_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh PWP_AP,omatic,B03ACIAPP019#EIW_P2C_W_AP.EIW_PWP_AP,EIW_PWP_APLOAD
263,B03ACIAPP018,EIW_PWP_AM_LOAD,EIW_PWP_AM_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh PWP_AM,omatic,B03ACIAPP019#EIW_P2C_W_AM.EIW_PWP_AM,EIW_PWP_AMLOAD
122,B03ACIAPP017,EIW_PWP_AM_LOAD,EIW_PWP_AM_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh PWP_AM,omatic,B03ACIAPP019#EIW_P2C_W_AM.EIW_PWP_AM,EIW_PWP_AMLOAD
244,B03ACIAPP018,EIW_P2V_EM_LOAD,EIW_P2V_EM_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2V_EM,omatic,B03ACIAPP018#/db2/db2load5/data/Datastage/Trigger/p2v_process_30.done,EIW_P2V_EMLOAD
163,B03ACIAPP017,EIW_P2V_EM_LOAD,EIW_P2V_EM_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2V_EM,omatic,B03ACIAPP018#EIW_P2V_EM_LOAD.EIW_P2V_EM_OMATIC_LOAD,EIW_P2V_EMLOAD
275,B03ACIAPP018,EIW_P2V_AP_LOAD,EIW_P2V_AP_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2V_AP,omatic,B03ACIAPP018#/db2/db2load5/data/Datastage/Trigger/p2v_process_AP.done,EIW_P2V_APLOAD
107,B03ACIAPP017,EIW_P2V_AP_LOAD,EIW_P2V_AP_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2V_AP,omatic,B03ACIAPP018#EIW_P2V_AP_LOAD.EIW_P2V_AP_OMATIC_LOAD,EIW_P2V_APLOAD
326,B03ACIAPP018,EIW_P2V_AM_LOAD,EIW_P2V_AM_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2V_AM,omatic,B03ACIAPP018#/db2/db2load5/data/Datastage/Trigger/p2v_process_AM.done,EIW_P2V_AMLOAD
198,B03ACIAPP017,EIW_P2V_AM_LOAD,EIW_P2V_AM_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2V_AM,omatic,B03ACIAPP018#EIW_P2V_AM_LOAD.EIW_P2V_AM_OMATIC_LOAD,EIW_P2V_AMLOAD
121,B03ACIAPP017,EIW_P2E_EM_LOAD,EIW_P2E_EM_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2E_EM,omatic,B03ACIAPP018#EIW_P2E_EM_LOAD.EIW_P2E_EM_OMATIC_LOAD,EIW_P2E_EMLOAD
313,B03ACIAPP018,EIW_P2E_EM_LOAD,EIW_P2E_EM_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2E_EM,omatic,B03ACIAPP018#/db2/db2load5/data/Datastage/Trigger/p2e_process_30.done,EIW_P2E_EMLOAD
56,B03ACIAPP017,EIW_P2E_AP_LOAD,EIW_P2E_AP_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2E_AP,omatic,B03ACIAPP018#EIW_P2E_AP_LOAD.EIW_P2E_AP_OMATIC_LOAD,EIW_P2E_APLOAD
342,B03ACIAPP018,EIW_P2E_AP_LOAD,EIW_P2E_AP_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2E_AP,omatic,B03ACIAPP018#/db2/db2load5/data/Datastage/Trigger/p2e_process_AP.done,EIW_P2E_APLOAD
285,B03ACIAPP018,EIW_P2E_AM_LOAD,EIW_P2E_AM_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2E_AM,omatic,B03ACIAPP018#/db2/db2load5/data/Datastage/Trigger/p2e_process_AM.done,EIW_P2E_AMLOAD
30,B03ACIAPP017,EIW_P2E_AM_LOAD,EIW_P2E_AM_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2E_AM,omatic,B03ACIAPP018#EIW_P2E_AM_LOAD.EIW_P2E_AM_OMATIC_LOAD,EIW_P2E_AMLOAD
118,B03ACIAPP017,EIW_P2C_EM_LOAD,EIW_P2C_EM_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2C_EM,omatic,B03ACIAPP018#EIW_P2C_EM_LOAD.EIW_P2C_EM_OMATIC_LOAD,EIW_P2C_EMLOAD
264,B03ACIAPP018,EIW_P2C_EM_LOAD,EIW_P2C_EM_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2C_EM,omatic,B03ACIAPP017#/db2/db2load5/data/Datastage/Trigger/P2C_ALL_BRAND_30.done,EIW_P2C_EMLOAD
177,B03ACIAPP017,EIW_P2C_AP_LOAD,EIW_P2C_AP_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2C_AP,omatic,B03ACIAPP018#EIW_P2C_AP_LOAD.EIW_P2C_AP_OMATIC_LOAD,EIW_P2C_APLOAD
318,B03ACIAPP018,EIW_P2C_AP_LOAD,EIW_P2C_AP_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2C_AP,omatic,B03ACIAPP017#/db2/db2load5/data/Datastage/Trigger/P2C_ALL_BRAND_AP.done,EIW_P2C_APLOAD
233,B03ACIAPP018,EIW_P2C_AM_LOAD,EIW_P2C_AM_OMATIC_LOAD,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2C_AM,omatic,B03ACIAPP017#/db2/db2load5/data/Datastage/Trigger/P2C_ALL_BRAND_AM.done,EIW_P2C_AMLOAD
27,B03ACIAPP017,EIW_P2C_AM_LOAD,EIW_P2C_AM_OMATIC_LOAD,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh P2C_AM,omatic,B03ACIAPP018#EIW_P2C_AM_LOAD.EIW_P2C_AM_OMATIC_LOAD,EIW_P2C_AMLOAD
280,B03ACIAPP018,EIW_WESA_HIST_EM,EIW_WKLY_LOAD_HIST_ESA_EM,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HIS_WKLYEM,omatic,B03ACIAPP018#EIW_WESA_HIST_EM.EIW_PM_HIST_ADD_P_EM,EIW_WESA_HISTEM
82,B03ACIAPP017,EIW_W_HIST_EM,EIW_WKLY_LOAD_HIST_EM,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HIS_WKLYEM,omatic,B03ACIAPP017#EIW_PM_HIST_EM.EIW_PM_HISTHANDOFF,EIW_W_HISTEM
165,B03ACIAPP017,EIW_W_HIST_AP,EIW_WKLY_LOAD_HIST_AP,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HIS_WKLYAP,omatic,B03ACIAPP017#EIW_PM_HIST_AP.EIW_PM_HISTHANDOFF,EIW_W_HISTAP
239,B03ACIAPP018,EIW_WESA_HIST_AP,EIW_WKLY_LOAD_HIST_ESA_AP,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HIS_WKLYAP,omatic,B03ACIAPP018#EIW_WESA_HIST_AP.EIW_PM_HIST_ADD_P_AP,EIW_WESA_HISTAP
301,B03ACIAPP018,EIW_WESA_HIST_AM,EIW_WKLY_LOAD_HIST_ESA_AM,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HIS_WKLYAM,omatic,B03ACIAPP018#EIW_WESA_HIST_AM.EIW_PM_HIST_ADD_P_AM,EIW_WESA_HISTAM
98,B03ACIAPP017,EIW_W_HIST_AM,EIW_WKLY_LOAD_HIST_AM,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HIS_WKLYAM,omatic,"B03ACIAPP017#EIW_PM_HIST_AM.EIW_PM_HISTHANDOFF,B03ACIAPP019#EIW_ASISCUST_AM.EIW_AS_IS_CUST_AM,B03ACIAPP019#EIW_OPPFD_QTR_AM.EIW_OPP_FCST_DEC_QTR_AM",EIW_W_HISTAM
172,B03ACIAPP017,EIW_G_HIST_EM,EIW_GI_HIST_L_EM,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HISTGI_EM,omatic,B03ACIAPP017#EIW_G_HIST_EM.EIW_GI_HIST_T_EM,EIW_G_HISTEM
299,B03ACIAPP018,EIW_WESA_HIST_EM,EIW_GI_HIST_L_ESA_EM,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HISTGI_EM,omatic,"B03ACIAPP017#EIW_G_HIST_EM.EIW_GI_HIST_T_EM,B03ACIAPP018#EIW_WESA_HIST_EM.EIW_PM_HIST_ADD_P_EM",EIW_WESA_HISTEM
51,B03ACIAPP017,EIW_G_HIST_AP,EIW_GI_HIST_L_AP,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HISTGI_AP,omatic,B03ACIAPP017#EIW_G_HIST_AP.EIW_GI_HIST_T_AP,EIW_G_HISTAP
319,B03ACIAPP018,EIW_WESA_HIST_AP,EIW_GI_HIST_L_ESA_AP,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HISTGI_AP,omatic,"B03ACIAPP017#EIW_G_HIST_AP.EIW_GI_HIST_T_AP,B03ACIAPP018#EIW_WESA_HIST_AP.EIW_PM_HIST_ADD_P_AP",EIW_WESA_HISTAP
100,B03ACIAPP017,EIW_G_HIST_AM,EIW_GI_HIST_L_AM,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HISTGI_AM,omatic,B03ACIAPP017#EIW_GI_HIST_T_AM,EIW_G_HISTAM
243,B03ACIAPP018,EIW_WESA_HIST_AM,EIW_GI_HIST_L_ESA_AM,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HISTGI_AM,omatic,"B03ACIAPP017#EIW_G_HIST_AM.EIW_GI_HIST_T_AM,B03ACIAPP018#EIW_WESA_HIST_AM.EIW_PM_HIST_ADD_P_AM",EIW_WESA_HISTAM
306,B03ACIAPP018,EIW_HIS_FACT_EM,EIW_HIS_FACT_LOAD_EM,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HIS_FACTEM,omatic,B03ACIAPP018#EIW_HIS_FVLK_P_EM,EIW_HIS_FACTEM
108,B03ACIAPP017,EIW_HIS_FACT_EM,EIW_HIS_FACT_LOAD_EM,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HIS_FACTEM,omatic,B03ACIAPP019#EIW_DSPM_WKLY_EM.EIW_DS_PM_W_EM,EIW_HIS_FACTEM
44,B03ACIAPP017,EIW_HIS_FACT_AP,EIW_HIS_FACT_LOAD_AP,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HIS_FACTAP,omatic,B03ACIAPP019#EIW_DSPM_WKLY_AP.EIW_DS_PM_W_AP,EIW_HIS_FACTAP
331,B03ACIAPP018,EIW_HIS_FACT_AP,EIW_HIS_FACT_LOAD_AP,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HIS_FACTAP,omatic,B03ACIAPP018#EIW_HIS_FVLK_P_AP,EIW_HIS_FACTAP
126,B03ACIAPP017,EIW_HIS_FACT_AM,EIW_HIS_FACT_LOAD_AM,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HIS_FACTAM,omatic,B03ACIAPP019#EIW_DSPM_WKLY_AM.EIW_DS_PM_W_AM,EIW_HIS_FACTAM
258,B03ACIAPP018,EIW_HIS_FACT_AM,EIW_HIS_FACT_LOAD_AM,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh HIS_FACTAM,omatic,B03ACIAPP018#EIW_HIS_FVLK_P_AM,EIW_HIS_FACTAM
33,B03ACIAPP017,EIW_EM_ODI_WKL,EIW_EM_ODI_L,B03ACIAPP017.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh EMWKLY_GI,omatic,B03ACIAPP017#EIW_OPPINIT_30_W.EIW_OPPINIT_30,EIW_EM_ODIWKL
226,B03ACIAPP018,EIW_EM_ODI_WKL,EIW_EM_ODI_L,B03ACIAPP018.ahe.boulder.ibm.com,Wed,/home/omatic/cdw/submit_PM.sh EMWKLY_GI,omatic,B03ACIAPP017#EIW_OPPINIT_30_W.EIW_OPPINIT_30,EIW_EM_ODIWKL
